CASE_ID,PARTY_NUMBER,VICTIM_NUMBER,VICTIM_ROLE,VICTIM_SEX,VICTIM_AGE,VICTIM_DEGREE_OF_INJURY,VICTIM_SEATING_POSITION,VICTIM_SAFETY_EQUIP_1,VICTIM_SAFETY_EQUIP_2,VICTIM_EJECTED,COUNTY,CITY,ACCIDENT_YEAR
8868140,2,1,4,F,28,6,1,P,V,2,"SAN DIEGO","SAN DIEGO",2019
8868185,2,1,4,M,48,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8868670,1,1,4,M,16,3,0,P,V,3,"SAN DIEGO","SAN DIEGO",2019
8869104,2,1,4,M,46,3,0,P,-,2,"SAN DIEGO","SAN DIEGO",2019
8869245,1,1,4,M,29,4,0,P,-,0,"SAN DIEGO","SAN DIEGO",2019
8869930,1,1,4,M,54,6,1,P,W,0,"SAN DIEGO","SAN DIEGO",2019
8872212,1,1,4,M,33,3,0,P,-,2,"SAN DIEGO","SAN DIEGO",2019
8872212,2,1,5,M,998,3,0,P,-,2,"SAN DIEGO","SAN DIEGO",2019
8874303,1,1,2,F,22,0,4,P,G,0,"SAN DIEGO","SAN DIEGO",2019
8874303,1,2,2,M,21,0,3,M,H,0,"SAN DIEGO","SAN DIEGO",2019
8874303,2,1,4,M,50,3,0,P,A,1,"SAN DIEGO","SAN DIEGO",2019
8874957,1,1,4,M,15,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8875227,1,1,2,F,998,0,3,M,E,0,"SAN DIEGO","SAN DIEGO",2019
8875227,2,1,4,F,5,3,0,M,W,1,"SAN DIEGO","SAN DIEGO",2019
8875532,2,1,4,M,31,3,0,P,W,0,"SAN DIEGO","SAN DIEGO",2019
8876191,2,1,4,M,73,4,1,P,B,1,"SAN DIEGO","SAN DIEGO",2019
8876240,1,1,4,M,59,2,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8878636,1,1,4,M,34,3,1,P,V,2,"SAN DIEGO","SAN DIEGO",2019
8878906,1,1,4,F,26,2,1,P,V,2,"SAN DIEGO","SAN DIEGO",2019
8884271,1,1,4,M,15,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2019
8884325,1,1,4,M,27,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2019
8884325,2,1,2,M,998,0,6,P,Q,0,"SAN DIEGO","SAN DIEGO",2019
8884854,1,1,2,F,85,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2019
8884854,2,1,4,M,34,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8886059,1,1,4,F,49,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2019
8886686,2,1,4,M,83,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2019
8887813,2,1,4,F,51,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2019
8887832,1,1,4,F,31,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2019
8887839,1,1,4,M,32,2,1,P,V,1,"SAN DIEGO","SAN DIEGO",2019
8887839,1,2,2,M,998,0,9,P,X,1,"SAN DIEGO","SAN DIEGO",2019
8889318,2,1,4,M,76,3,0,P,A,3,"SAN DIEGO","SAN DIEGO",2019
8897896,1,1,4,M,17,2,1,P,V,1,"SAN DIEGO","SAN DIEGO",2019
8898482,1,1,4,M,48,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2019
8898529,2,1,4,M,60,4,1,-,V,3,"SAN DIEGO","SAN DIEGO",2019
8899998,1,1,4,F,35,3,1,P,V,3,"SAN DIEGO","SAN DIEGO",2019
8904288,1,1,4,M,66,2,1,P,W,1,"SAN DIEGO","SAN DIEGO",2019
8905373,2,1,4,M,39,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2019
8905485,1,1,4,M,62,4,1,V,P,1,"SAN DIEGO","SAN DIEGO",2019
8905573,1,1,4,M,69,2,1,P,V,1,"SAN DIEGO","SAN DIEGO",2019
8905593,1,1,4,F,28,3,1,P,V,2,"SAN DIEGO","SAN DIEGO",2019
8911263,2,1,4,M,52,1,1,P,V,1,"SAN DIEGO","SAN DIEGO",2020
8911266,1,1,4,M,35,1,1,P,V,1,"SAN DIEGO","SAN DIEGO",2020
8914237,1,1,4,M,54,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2019
8914764,2,1,4,M,57,4,1,P,A,0,"SAN DIEGO","SAN DIEGO",2019
8915393,1,1,2,M,41,0,6,M,D,0,"SAN DIEGO","SAN DIEGO",2019
8915393,2,1,4,M,43,3,0,P,W,0,"SAN DIEGO","SAN DIEGO",2019
8916559,2,1,4,F,54,3,1,P,-,3,"SAN DIEGO","SAN DIEGO",2019
8916585,1,1,4,M,57,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8916630,2,1,4,M,25,3,0,P,X,1,"SAN DIEGO","SAN DIEGO",2019
8921553,2,1,4,M,51,3,1,P,Y,1,"SAN DIEGO","SAN DIEGO",2019
8922173,2,1,4,M,14,4,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8922695,1,1,3,M,11,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8922695,2,1,4,M,62,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2019
8924415,1,1,4,M,29,3,1,P,V,3,"SAN DIEGO","SAN DIEGO",2019
8925332,2,1,4,M,26,3,1,M,W,2,"SAN DIEGO","SAN DIEGO",2019
8925921,1,1,4,M,61,2,1,P,V,1,"SAN DIEGO","SAN DIEGO",2019
8926753,1,1,4,F,49,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2019
8929884,1,1,4,M,58,3,1,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8931315,1,1,4,M,36,3,1,P,B,0,"SAN DIEGO","SAN DIEGO",2019
8936737,2,1,4,M,41,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2019
8936777,1,1,4,M,63,3,9,P,B,1,"SAN DIEGO","SAN DIEGO",2019
8937683,1,1,4,M,23,3,0,P,A,0,"SAN DIEGO","SAN DIEGO",2019
8939212,2,1,4,M,67,1,9,P,V,3,"SAN DIEGO","SAN DIEGO",2019
8943997,1,1,2,M,53,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8944977,1,1,4,M,54,4,9,-,W,0,"SAN DIEGO","SAN DIEGO",2019
8945603,1,1,4,M,34,4,9,P,V,2,"SAN DIEGO","SAN DIEGO",2019
8947088,1,1,4,M,18,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2019
8950564,1,1,4,M,41,2,1,P,V,1,"SAN DIEGO","SAN DIEGO",2019
8953577,1,1,4,M,52,3,9,-,-,0,"SAN DIEGO","SAN DIEGO",2019
8955112,1,1,4,F,29,3,1,P,-,3,"SAN DIEGO","SAN DIEGO",2019
8955599,1,1,4,F,12,3,9,-,-,0,"SAN DIEGO","SAN DIEGO",2019
8955604,2,1,4,F,22,4,1,P,B,0,"SAN DIEGO","SAN DIEGO",2019
8958011,2,1,4,F,35,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8958011,3,1,4,M,3,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8960174,1,1,4,M,26,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2019
8961756,1,1,4,M,55,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2019
8961756,2,1,2,F,43,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2019
8961934,1,1,4,M,34,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2019
8961985,1,1,4,M,45,3,0,-,W,3,"SAN DIEGO","SAN DIEGO",2019
8962687,1,1,4,M,50,4,1,P,V,3,"SAN DIEGO","SAN DIEGO",2019
8965794,2,1,4,F,24,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8968878,2,1,4,M,57,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8972679,2,1,4,F,60,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2019
8973038,2,1,4,M,33,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8973857,1,1,4,M,15,3,0,P,V,3,"SAN DIEGO","SAN DIEGO",2019
8974324,1,1,4,M,54,4,1,P,-,0,"SAN DIEGO","SAN DIEGO",2019
8975276,1,1,4,M,33,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2019
8978291,1,1,4,M,48,4,0,P,V,0,"SAN DIEGO","SAN DIEGO",2019
8986349,1,1,4,M,62,3,9,-,Y,1,"SAN DIEGO","SAN DIEGO",2019
8987930,2,1,4,M,28,3,9,-,-,1,"SAN DIEGO","SAN DIEGO",2019
8992186,1,1,4,M,63,4,1,P,A,1,"SAN DIEGO","SAN DIEGO",2019
8992900,2,1,4,M,71,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2019
8998022,1,1,4,M,60,3,9,P,A,3,"SAN DIEGO","SAN DIEGO",2019
8998045,1,1,2,M,13,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2019
8998045,1,2,2,M,14,0,6,M,G,0,"SAN DIEGO","SAN DIEGO",2019
8998045,2,1,4,M,30,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2019
8998428,2,1,4,M,55,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2019
9001205,2,1,4,M,68,4,1,P,A,0,"SAN DIEGO","SAN DIEGO",2019
9009845,1,1,4,M,51,3,0,P,V,0,"SAN DIEGO","SAN DIEGO",2019
9010002,2,1,4,M,45,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2019
9014778,1,1,4,M,29,3,9,P,-,0,"SAN DIEGO","SAN DIEGO",2019
9014905,2,1,4,F,52,4,0,P,W,0,"SAN DIEGO","SAN DIEGO",2019
9014933,2,1,4,M,29,4,1,P,-,3,"SAN DIEGO","SAN DIEGO",2019
9017550,1,1,2,M,29,0,3,M,H,3,"SAN DIEGO","SAN DIEGO",2020
9017550,2,1,4,M,21,3,1,V,-,3,"SAN DIEGO","SAN DIEGO",2020
9018544,1,1,4,M,35,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2019
9020681,1,1,4,M,27,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2019
9022275,2,1,4,M,40,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2019
9029010,2,1,4,M,34,4,1,P,V,2,"SAN DIEGO","SAN DIEGO",2019
9037771,2,1,4,M,54,4,1,-,-,1,"SAN DIEGO","SAN DIEGO",2020
9037775,2,1,4,M,39,4,1,P,A,0,"SAN DIEGO","SAN DIEGO",2020
9037828,1,1,4,M,26,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2020
9037828,2,1,2,F,47,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2020
9040020,2,1,4,F,29,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2020
9040039,2,1,2,M,13,3,0,P,W,0,"SAN DIEGO","SAN DIEGO",2020
9040575,2,1,4,M,57,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2020
9043963,2,1,4,M,40,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2020
9047452,2,1,4,M,28,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2020
9047460,2,1,4,F,34,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2020
9047769,2,1,4,M,17,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2020
9054361,1,1,4,M,35,3,1,P,A,1,"SAN DIEGO","SAN DIEGO",2020
9054361,3,1,2,F,27,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2020
9054874,1,1,4,M,31,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2020
9060618,2,1,4,F,22,4,1,-,W,1,"SAN DIEGO","SAN DIEGO",2020
9065458,1,1,1,M,34,3,1,M,G,0,"SAN DIEGO","SAN DIEGO",2020
9065458,2,1,4,M,45,2,1,P,V,1,"SAN DIEGO","SAN DIEGO",2020
9066213,1,1,4,M,50,3,1,P,V,-,"SAN DIEGO","SAN DIEGO",2020
9066213,2,1,2,F,76,0,4,M,G,0,"SAN DIEGO","SAN DIEGO",2020
9066213,2,2,2,M,55,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2020
9066213,2,3,2,M,83,0,6,M,G,0,"SAN DIEGO","SAN DIEGO",2020
9066713,2,1,4,M,34,3,9,-,-,3,"SAN DIEGO","SAN DIEGO",2020
9070046,2,1,4,F,29,3,0,P,W,-,"SAN DIEGO","SAN DIEGO",2020
9071143,1,1,4,M,30,2,1,P,V,1,"SAN DIEGO","SAN DIEGO",2020
90722692,1,1,4,M,31,6,1,-,V,1,"SAN DIEGO","SAN DIEGO",2018
9073158,2,1,4,M,41,3,0,-,-,1,"SAN DIEGO","SAN DIEGO",2020
9073599,2,1,4,F,9,3,1,P,W,2,"SAN DIEGO","SAN DIEGO",2020
9075278,2,1,4,M,21,3,0,P,W,3,"SAN DIEGO","SAN DIEGO",2020
9075370,2,1,4,M,25,4,0,P,-,0,"SAN DIEGO","SAN DIEGO",2020
9075793,1,1,4,M,49,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2020
90766517,1,1,4,M,23,6,1,-,V,0,"SAN DIEGO","SAN DIEGO",2018
9081071,1,1,4,M,58,3,0,P,W,0,"SAN DIEGO","SAN DIEGO",2020
90811571,1,1,4,M,66,6,1,-,W,2,"SAN DIEGO","SAN DIEGO",2018
90812379,1,1,4,M,63,6,1,-,V,1,"SAN DIEGO","SAN DIEGO",2018
9084023,1,1,4,M,15,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2020
9084258,1,1,4,F,38,3,1,-,V,1,"SAN DIEGO","SAN DIEGO",2020
9084270,1,1,4,M,61,3,1,P,A,1,"SAN DIEGO","SAN DIEGO",2020
9084286,2,1,4,M,27,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2020
9087426,2,1,4,M,47,3,1,W,P,3,"SAN DIEGO","SAN DIEGO",2020
90899652,1,1,4,M,27,5,1,-,V,1,"SAN DIEGO","SAN DIEGO",2018
9090523,1,1,4,M,43,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2020
9093487,1,1,4,M,58,3,1,P,W,3,"SAN DIEGO","SAN DIEGO",2020
9093487,2,1,4,M,66,3,1,P,W,3,"SAN DIEGO","SAN DIEGO",2020
9093539,1,1,4,F,47,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2020
9094275,1,1,4,F,55,3,1,P,W,-,"SAN DIEGO","SAN DIEGO",2020
9095300,1,1,4,M,42,2,1,-,W,1,"SAN DIEGO","SAN DIEGO",2020
9095602,1,1,4,M,35,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2020
9095602,2,1,2,F,39,0,2,M,G,0,"SAN DIEGO","SAN DIEGO",2020
91003196,2,1,4,M,50,7,1,-,V,0,"SAN DIEGO","SAN DIEGO",2019
9100410,2,1,4,F,66,4,1,-,-,-,"SAN DIEGO","SAN DIEGO",2020
9101577,1,1,4,M,53,3,1,P,-,0,"SAN DIEGO","SAN DIEGO",2020
9101577,2,1,2,F,52,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2020
9102469,1,1,4,M,31,3,0,P,V,1,"SAN DIEGO","SAN DIEGO",2020
9104562,1,1,4,F,30,3,1,P,V,3,"SAN DIEGO","SAN DIEGO",2020
9104893,1,1,4,M,12,4,1,P,A,2,"SAN DIEGO","SAN DIEGO",2020
9106021,2,1,4,F,50,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2020
9106233,1,1,4,M,70,2,-,P,B,3,"SAN DIEGO","SAN DIEGO",2020
9106234,1,1,4,M,23,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2020
9108183,1,1,4,M,51,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2020
9108193,2,1,4,F,51,4,0,P,W,1,"SAN DIEGO","SAN DIEGO",2020
9109177,1,1,4,F,45,3,1,P,W,3,"SAN DIEGO","SAN DIEGO",2020
9110034,1,1,2,M,60,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2020
9110034,2,1,4,M,32,3,0,P,W,0,"SAN DIEGO","SAN DIEGO",2020
91161163,2,1,4,M,14,6,1,-,W,1,"SAN DIEGO","SAN DIEGO",2019
9116616,1,1,4,M,35,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2020
9117190,1,1,4,M,53,3,1,P,V,-,"SAN DIEGO","SAN DIEGO",2020
9117197,2,1,4,M,57,3,1,P,B,0,"SAN DIEGO","SAN DIEGO",2020
9119097,1,1,4,M,49,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2020
9119210,1,1,4,F,23,4,1,P,W,2,"SAN DIEGO","SAN DIEGO",2020
9119210,2,1,2,F,21,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2020
9119210,2,2,2,M,21,0,4,M,G,0,"SAN DIEGO","SAN DIEGO",2020
9119210,2,3,2,M,31,0,6,M,G,0,"SAN DIEGO","SAN DIEGO",2020
9119213,1,1,4,M,28,3,-,-,-,1,"SAN DIEGO","SAN DIEGO",2020
9119213,2,1,2,F,2,0,4,M,Q,0,"SAN DIEGO","SAN DIEGO",2020
9119213,2,2,2,F,4,0,6,M,Q,0,"SAN DIEGO","SAN DIEGO",2020
9119981,1,1,4,M,25,4,-,-,-,0,"SAN DIEGO","SAN DIEGO",2020
9122342,1,1,4,F,29,4,0,P,W,3,"SAN DIEGO","SAN DIEGO",2020
9122399,1,1,4,M,52,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2020
91281576,2,1,4,M,12,6,1,-,W,0,"SAN DIEGO","SAN DIEGO",2020
9128971,2,1,4,F,52,3,0,P,V,0,"SAN DIEGO","SAN DIEGO",2020
9128972,2,1,4,M,55,4,-,-,-,-,"SAN DIEGO","SAN DIEGO",2020
9129369,1,1,4,F,34,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2020
9131786,1,1,4,M,42,3,-,-,A,-,"SAN DIEGO","SAN DIEGO",2020
9132137,2,1,4,M,31,4,1,P,V,2,"SAN DIEGO","SAN DIEGO",2020
9133688,1,1,4,M,52,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2020
9135909,1,1,4,M,47,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2020
9135911,1,1,4,M,71,3,1,P,A,0,"SAN DIEGO","SAN DIEGO",2020
9136596,1,1,4,M,28,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2020
9136754,1,1,4,M,25,4,1,P,A,0,"SAN DIEGO","SAN DIEGO",2020
9136767,1,1,4,M,76,3,1,P,W,2,"SAN DIEGO","SAN DIEGO",2020
9137726,1,1,4,M,48,4,1,P,V,1,"SAN DIEGO","SAN DIEGO",2020
9137738,1,1,4,M,44,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2020
9143932,1,1,4,M,45,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2020
9146131,1,1,4,M,60,3,1,P,A,1,"SAN DIEGO","SAN DIEGO",2020
9146132,1,1,4,M,52,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2020
9146136,1,1,4,M,47,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2020
9146136,2,1,2,F,24,4,3,M,G,0,"SAN DIEGO","SAN DIEGO",2020
9147127,1,1,4,M,35,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2020
9147138,2,1,4,M,5,4,1,P,-,b,"SAN DIEGO","SAN DIEGO",2020
9151516,1,1,4,M,24,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2020
9151516,2,1,2,F,24,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2020
9151516,2,2,2,M,23,0,6,M,G,0,"SAN DIEGO","SAN DIEGO",2020
9153408,1,1,4,F,44,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2020
9153461,2,1,4,M,63,4,1,P,V,0,"SAN DIEGO","SAN DIEGO",2020
9155150,1,1,4,M,62,3,1,V,-,1,"SAN DIEGO","SAN DIEGO",2020
91555312,2,1,4,M,17,7,0,P,P,1,"SAN DIEGO","SAN DIEGO",2021
9158584,2,1,4,M,56,4,1,P,A,1,"SAN DIEGO","SAN DIEGO",2020
9159397,1,1,4,F,69,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2020
9159466,1,1,4,M,37,2,1,-,V,1,"SAN DIEGO","SAN DIEGO",2020
91601843,1,1,4,M,55,1,1,-,V,1,"SAN DIEGO","SAN DIEGO",2021
9161132,1,1,4,M,46,2,-,-,-,-,"SAN DIEGO","SAN DIEGO",2020
9162752,2,1,4,M,34,2,-,P,V,1,"SAN DIEGO","SAN DIEGO",2020
9162805,1,1,4,M,52,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2020
9162806,1,1,4,M,8,4,-,-,W,1,"SAN DIEGO","SAN DIEGO",2020
9162815,1,1,4,M,17,3,1,P,B,0,"SAN DIEGO","SAN DIEGO",2020
9162815,2,1,2,F,51,0,3,M,E,0,"SAN DIEGO","SAN DIEGO",2020
9162815,2,2,2,F,26,0,6,M,E,0,"SAN DIEGO","SAN DIEGO",2020
9162820,1,1,4,F,63,3,0,P,A,1,"SAN DIEGO","SAN DIEGO",2020
9163564,2,1,4,M,38,4,-,-,-,-,"SAN DIEGO","SAN DIEGO",2020
9163834,1,1,4,F,59,4,1,-,-,-,"SAN DIEGO","SAN DIEGO",2020
9165064,1,1,4,M,77,3,1,N,A,1,"SAN DIEGO","SAN DIEGO",2020
9165067,2,1,2,M,62,4,0,P,W,0,"SAN DIEGO","SAN DIEGO",2020
9167201,1,1,4,F,71,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2020
9168878,1,1,4,F,54,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2020
9168878,3,1,4,M,72,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2020
9169237,2,1,4,M,40,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2020
9169267,1,1,4,F,24,3,1,-,V,-,"SAN DIEGO","SAN DIEGO",2020
9170199,2,1,4,M,61,2,1,P,A,1,"SAN DIEGO","SAN DIEGO",2020
9170205,2,1,4,M,25,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2020
9170209,1,1,4,M,60,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2020
9172629,2,1,4,M,67,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2020
9173309,1,1,4,M,53,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2020
9173311,2,1,1,F,28,2,1,P,W,1,"SAN DIEGO","SAN DIEGO",2020
9174997,1,1,4,M,34,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2020
9175032,2,1,4,F,66,4,1,P,W,1,"SAN DIEGO","SAN DIEGO",2020
9175470,2,1,4,M,53,3,1,P,X,0,"SAN DIEGO","SAN DIEGO",2020
9176173,1,1,4,M,34,2,-,-,-,-,"SAN DIEGO","SAN DIEGO",2020
9176173,2,1,2,M,20,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2020
9176173,2,2,2,M,20,0,4,M,G,0,"SAN DIEGO","SAN DIEGO",2020
9176173,2,3,2,M,20,0,5,M,G,0,"SAN DIEGO","SAN DIEGO",2020
9176173,2,4,2,M,21,0,6,M,G,0,"SAN DIEGO","SAN DIEGO",2020
9180186,1,1,4,F,30,3,-,-,-,1,"SAN DIEGO","SAN DIEGO",2020
9180881,1,1,4,M,30,3,1,-,-,-,"SAN DIEGO","SAN DIEGO",2020
9181333,1,1,4,M,57,2,-,-,-,-,"SAN DIEGO","SAN DIEGO",2020
9181474,1,1,4,M,998,4,-,-,-,-,"SAN DIEGO","SAN DIEGO",2020
9182088,1,1,4,M,35,2,1,P,A,0,"SAN DIEGO","SAN DIEGO",2020
9190415,1,1,4,M,77,3,1,P,-,-,"SAN DIEGO","SAN DIEGO",2020
9192274,1,1,4,M,25,3,0,P,W,1,"SAN DIEGO","SAN DIEGO",2020
9192414,2,1,4,M,40,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2020
9196521,1,1,4,M,55,3,-,P,V,0,"SAN DIEGO","SAN DIEGO",2020
9197228,1,1,4,M,20,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2020
9202408,2,1,4,F,55,4,-,-,-,-,"SAN DIEGO","SAN DIEGO",2020
9202412,1,1,4,M,46,4,1,P,V,-,"SAN DIEGO","SAN DIEGO",2020
9203921,2,1,4,F,7,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2020
9203926,1,1,4,M,57,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2020
9203964,2,1,4,F,31,4,9,P,B,0,"SAN DIEGO","SAN DIEGO",2020
9204755,1,1,4,M,82,3,1,W,-,0,"SAN DIEGO","SAN DIEGO",2020
9204756,2,1,4,M,70,2,1,P,W,1,"SAN DIEGO","SAN DIEGO",2020
9206448,1,1,4,M,56,3,1,P,A,-,"SAN DIEGO","SAN DIEGO",2020
9211065,1,1,4,M,50,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2021
9213691,1,1,4,M,20,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2021
9213691,2,1,2,-,42,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2021
9217506,1,1,4,F,68,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2021
9219341,1,1,4,M,68,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2021
9219345,1,1,4,F,24,3,1,P,A,0,"SAN DIEGO","SAN DIEGO",2021
9220963,2,1,4,M,19,3,-,-,-,0,"SAN DIEGO","SAN DIEGO",2021
9220974,1,1,4,M,23,4,-,-,-,0,"SAN DIEGO","SAN DIEGO",2021
9221114,1,1,4,M,47,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2021
9221114,2,1,1,M,56,4,1,P,W,0,"SAN DIEGO","SAN DIEGO",2021
9222757,1,1,4,M,30,3,1,P,A,0,"SAN DIEGO","SAN DIEGO",2021
9222765,1,1,4,M,31,3,1,P,X,3,"SAN DIEGO","SAN DIEGO",2021
9222769,1,1,4,F,62,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2021
9225228,1,1,4,F,33,3,-,-,-,-,"SAN DIEGO","SAN DIEGO",2021
9232358,1,1,4,M,70,3,1,P,V,1,"SAN DIEGO","SAN DIEGO",2021
9234703,2,1,4,M,49,4,1,P,-,0,"SAN DIEGO","SAN DIEGO",2021
9234979,2,1,4,F,37,4,1,N,V,2,"SAN DIEGO","SAN DIEGO",2021
9234980,1,1,4,M,47,3,1,P,A,1,"SAN DIEGO","SAN DIEGO",2021
9234998,2,1,4,M,75,3,1,P,W,1,"SAN DIEGO","SAN DIEGO",2021
9235044,1,1,4,M,30,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2021
9235056,1,1,4,F,74,4,-,-,-,-,"SAN DIEGO","SAN DIEGO",2021
9235063,1,1,4,F,52,2,1,N,A,0,"SAN DIEGO","SAN DIEGO",2021
9238079,2,1,4,M,30,4,1,P,A,1,"SAN DIEGO","SAN DIEGO",2021
9238676,1,1,2,M,46,0,3,M,G,0,"SAN DIEGO","SAN DIEGO",2021
9238676,2,1,4,M,20,4,-,V,-,-,"SAN DIEGO","SAN DIEGO",2021
9243003,1,1,2,F,33,0,2,M,G,0,"SAN DIEGO","SAN DIEGO",2021
9243003,2,1,4,F,44,3,1,M,-,1,"SAN DIEGO","SAN DIEGO",2021
9243210,1,1,4,F,37,3,1,P,W,0,"SAN DIEGO","SAN DIEGO",2021
9243210,2,1,4,M,30,3,1,P,V,0,"SAN DIEGO","SAN DIEGO",2021
9245275,1,1,4,M,72,3,0,P,A,0,"SAN DIEGO","SAN DIEGO",2021
9246421,2,1,4,M,43,4,-,-,-,-,"SAN DIEGO","SAN DIEGO",2021
9248527,2,1,4,M,22,4,1,-,-,3,"SAN DIEGO","SAN DIEGO",2021
